-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/14/2014 through 04/14/2024 
Location: Latitude  21.1571   Longitude 79.0825 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 282.6 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,PS,WS10M
2018,6,23,29.65,35.05,24.79,69.56,0.74,97.02,2.36
2018,6,24,29.94,35.4,25.07,69.0,1.45,97.0,3.82
2018,6,25,29.62,34.87,25.27,69.38,0.44,96.85,4.2
2018,6,26,27.8,31.84,25.23,76.31,3.41,96.76,5.02
2018,6,27,27.15,30.83,24.41,81.0,14.25,96.7,4.92
2018,6,28,25.53,27.84,23.52,88.19,55.89,96.86,4.84
2018,6,29,27.29,32.6,22.8,77.0,5.21,97.07,3.16
2018,6,30,28.37,33.25,23.72,73.62,4.12,97.18,2.76
2018,7,1,28.18,32.98,24.51,76.0,9.42,97.18,2.77
2018,7,2,27.98,31.58,24.12,77.44,2.34,97.12,2.42
2018,7,3,27.19,30.89,24.55,81.94,9.66,97.07,4.89
2018,7,4,26.48,30.38,23.42,82.94,9.7,97.11,5.12
2018,7,5,26.37,29.8,23.86,86.19,18.48,97.05,4.34
2018,7,6,25.8,27.69,24.2,93.25,109.99,96.87,4.39
2018,7,7,28.4,32.53,25.01,81.88,22.48,96.74,2.55
2018,7,8,28.38,32.26,25.44,85.12,37.07,96.62,3.73
2018,7,9,27.62,31.25,25.23,86.94,12.3,96.56,5.31
2018,7,10,25.89,29.61,23.59,87.19,14.39,96.68,6.29
2018,7,11,26.33,30.37,23.39,88.12,22.19,96.65,5.84
2018,7,12,26.28,30.05,23.73,87.94,11.38,96.61,6.55
2018,7,13,26.03,30.41,23.08,84.62,4.29,96.7,5.83
2018,7,14,26.1,29.25,23.52,86.75,7.04,96.69,4.59
2018,7,15,27.32,31.15,23.84,84.44,7.57,96.56,3.76
2018,7,16,26.84,30.12,24.58,89.94,38.98,96.47,4.62
2018,7,17,25.67,27.9,24.06,89.38,10.47,96.59,6.99
2018,7,18,25.77,28.03,24.0,88.56,2.95,96.77,5.69
2018,7,19,25.8,28.21,23.74,88.06,0.61,96.82,4.9
2018,7,20,25.56,27.69,24.24,89.81,0.44,96.81,4.7
2018,7,21,26.34,29.9,23.99,87.31,6.43,96.89,5.08
2018,7,22,25.64,28.74,23.87,89.81,20.31,96.85,5.62
2018,7,23,25.37,28.87,22.73,87.44,12.54,96.82,6.56
2018,7,24,26.49,30.85,23.19,82.75,0.44,96.99,5.58
2018,7,25,26.33,30.39,23.58,84.81,1.64,97.06,5.56
2018,7,26,25.58,28.73,23.76,87.44,2.04,97.13,4.9
2018,7,27,26.28,30.73,23.23,83.62,3.15,97.12,4.27
2018,7,28,26.66,30.87,23.07,82.62,1.45,97.12,3.63
2018,7,29,27.07,31.1,23.47,82.44,0.27,97.03,3.76
2018,7,30,26.28,30.02,23.62,83.5,0.02,97.03,3.97
2018,7,31,26.79,31.03,23.48,81.12,0.01,97.01,4.49
2018,8,1,26.57,30.33,23.47,83.06,0.14,97.08,4.15
2018,8,2,26.83,30.88,23.76,82.31,0.16,97.23,4.16
2018,8,3,26.87,31.15,23.69,81.75,0.07,97.29,4.27
2018,8,4,27.15,31.7,23.57,80.56,0.0,97.23,4.41
2018,8,5,26.9,31.36,23.68,81.5,1.0,97.18,4.43
2018,8,6,26.74,30.79,23.94,81.81,1.72,97.01,4.55
2018,8,7,26.33,30.62,23.24,83.56,2.1,96.86,4.83
2018,8,8,24.69,26.8,23.35,89.69,4.46,96.77,6.09
2018,8,9,26.58,31.37,22.89,82.31,3.48,97.06,5.05
2018,8,10,26.62,30.65,23.3,84.12,3.87,97.17,5.09
2018,8,11,25.55,28.05,23.7,89.12,10.92,96.98,5.99
2018,8,12,25.86,28.87,23.71,88.25,6.27,96.82,4.9
2018,8,13,26.98,31.33,23.51,83.44,4.09,96.88,3.51
2018,8,14,26.87,30.62,24.14,85.31,2.04,96.81,3.28
2018,8,15,26.84,30.06,24.38,88.75,40.59,96.73,3.38
2018,8,16,27.6,30.71,25.12,88.88,21.59,96.44,4.03
2018,8,17,27.37,31.61,24.48,85.94,5.7,96.46,3.52
2018,8,18,26.4,31.02,22.86,85.31,3.83,96.77,4.66
2018,8,19,26.61,30.71,23.65,87.19,4.71,96.84,4.07
2018,8,20,24.87,27.25,23.12,93.06,48.75,96.78,5.29
2018,8,21,25.21,28.77,22.71,89.06,18.9,96.72,6.9
2018,8,22,25.85,30.23,22.57,85.56,1.13,97.03,5.92
2018,8,23,25.9,29.55,23.44,87.25,0.96,97.15,5.12
2018,8,24,26.01,30.26,22.98,85.12,1.1,97.2,4.75
2018,8,25,25.83,29.76,23.23,86.0,0.45,97.17,4.23
2018,8,26,25.58,29.45,22.89,86.38,9.55,97.07,4.45
2018,8,27,24.83,27.07,23.16,91.38,13.18,97.02,4.75
2018,8,28,24.28,25.88,23.08,93.19,14.84,96.97,5.48
2018,8,29,24.55,26.98,22.51,90.19,4.37,97.21,4.28
2018,8,30,25.76,30.14,22.52,86.38,1.9,97.19,4.13
2018,8,31,24.86,27.4,23.26,91.69,4.35,97.21,4.23
2018,9,1,25.43,29.26,22.78,88.06,4.42,97.29,4.84
2018,9,2,25.08,28.94,22.63,87.88,6.97,97.36,4.05
2018,9,3,25.68,30.19,22.7,85.62,1.97,97.37,4.18
2018,9,4,25.56,29.99,22.35,85.62,1.53,97.4,4.32
2018,9,5,25.03,28.45,21.92,87.12,0.5,97.29,4.82
2018,9,6,24.08,26.76,22.29,91.0,7.38,97.18,4.8
2018,9,7,23.56,25.95,21.84,92.06,17.88,97.2,5.36
2018,9,8,24.73,29.01,21.98,83.12,0.12,97.38,3.43
2018,9,9,25.38,29.95,21.36,80.06,0.0,97.62,1.9
2018,9,10,25.41,29.76,20.54,80.25,0.0,97.82,2.12
2018,9,11,25.15,29.22,21.6,82.81,0.0,97.83,2.33
2018,9,12,25.83,30.82,21.74,83.19,0.15,97.62,2.85
2018,9,13,25.0,30.12,20.45,83.06,0.01,97.56,2.68
2018,9,14,25.42,30.69,20.86,82.38,0.0,97.61,2.38
2018,9,15,26.37,30.89,21.65,80.81,0.0,97.67,2.23
2018,9,16,25.98,30.64,21.89,81.81,0.04,97.52,2.54
2018,9,17,26.66,30.54,22.55,77.5,0.9,97.39,2.06
2018,9,18,26.63,31.37,21.42,77.44,0.04,97.41,2.24
2018,9,19,26.61,31.45,22.47,80.88,0.81,97.38,2.89
2018,9,20,26.77,32.05,22.05,80.5,1.69,97.14,3.87
2018,9,21,25.87,29.78,23.52,89.69,44.49,96.72,6.4
2018,9,22,25.41,29.29,23.15,88.69,6.14,97.24,6.12
2018,9,23,25.66,29.94,22.16,85.06,0.67,97.87,3.48
2018,9,24,26.03,30.22,21.27,83.25,1.53,97.87,2.18
2018,9,25,26.67,31.01,21.98,79.69,0.12,97.73,1.81
2018,9,26,27.08,31.82,22.18,74.19,0.0,97.66,1.55
2018,9,27,27.28,31.91,22.11,71.38,0.0,97.7,1.02
2018,9,28,27.38,31.85,22.26,71.25,0.0,97.77,1.08
2018,9,29,26.72,31.8,21.38,74.19,0.0,97.8,1.91
2018,9,30,26.71,31.63,20.87,71.31,0.0,97.78,1.46
2018,10,1,26.98,31.8,22.08,70.31,0.0,97.79,1.28
2018,10,2,26.85,31.89,21.35,71.38,0.0,97.87,1.2
2018,10,3,26.52,31.62,20.9,71.5,0.0,97.85,1.34
2018,10,4,26.1,31.04,20.22,72.75,0.0,97.89,1.71
2018,10,5,26.38,31.58,20.81,74.12,0.26,97.94,1.73
2018,10,6,26.69,32.19,21.29,73.25,0.01,97.9,1.73
2018,10,7,26.54,31.37,21.1,68.38,0.0,97.89,1.59
2018,10,8,26.62,32.04,21.3,68.31,0.0,97.81,1.55
2018,10,9,26.23,32.24,21.26,66.5,0.0,97.68,1.97
2018,10,10,24.88,32.04,18.34,69.38,0.0,97.56,2.49
2018,10,11,24.52,31.14,18.99,72.62,0.0,97.52,4.41
2018,10,12,25.58,31.62,21.01,76.69,0.0,97.65,4.07
2018,10,13,25.57,31.46,20.27,75.56,0.0,97.9,1.86
2018,10,14,25.35,32.23,19.09,66.5,0.0,97.99,2.05
2018,10,15,24.98,31.91,18.72,62.5,0.0,98.11,1.55
2018,10,16,24.92,32.31,18.36,62.81,0.0,98.13,1.69
2018,10,17,25.5,32.37,19.55,65.5,0.0,98.01,1.52
2018,10,18,26.19,32.94,20.46,66.31,0.0,97.94,1.7
2018,10,19,26.22,33.61,20.48,66.62,0.0,98.0,1.57
2018,10,20,26.59,33.96,20.51,64.31,0.0,98.11,1.62
2018,10,21,26.76,33.84,20.88,66.19,0.0,98.14,1.45
2018,10,22,27.04,34.57,20.5,60.25,0.0,98.02,1.77
2018,10,23,25.37,33.9,17.9,53.31,0.0,98.04,2.12
2018,10,24,24.37,33.4,17.12,56.88,0.0,98.09,2.45
2018,10,25,24.22,33.7,16.56,59.06,0.0,98.24,2.38
2018,10,26,24.56,33.64,17.48,58.25,0.0,98.3,1.37
2018,10,27,25.37,33.94,18.4,56.25,0.0,98.26,1.83
2018,10,28,24.29,33.11,17.65,61.31,0.0,98.21,2.65
2018,10,29,22.87,32.09,15.66,60.62,0.0,98.09,3.27
2018,10,30,23.3,31.92,16.41,66.94,0.0,98.04,3.02
2018,10,31,24.28,32.45,17.13,70.81,0.0,98.07,3.04
2018,11,1,24.95,32.29,18.93,73.62,0.0,98.06,2.91
2018,11,2,25.37,33.03,19.58,71.25,0.0,98.02,2.81
2018,11,3,25.55,33.51,18.46,66.5,0.0,98.04,1.84
2018,11,4,26.37,33.57,20.16,64.25,0.0,98.07,1.67
2018,11,5,26.35,32.85,20.13,63.88,0.37,98.05,1.38
2018,11,6,26.65,32.19,22.32,66.69,0.24,98.08,1.23
2018,11,7,24.54,32.76,17.08,52.69,0.0,98.14,2.15
2018,11,8,24.16,33.26,16.13,53.38,0.0,98.06,1.97
2018,11,9,23.26,33.24,14.9,47.0,0.0,97.98,2.17
2018,11,10,22.55,33.2,14.08,47.69,0.0,98.06,2.49
2018,11,11,22.13,32.74,13.48,46.69,0.0,98.15,2.48
2018,11,12,22.51,32.58,13.4,48.25,0.0,98.06,2.09
2018,11,13,23.4,33.52,15.65,46.19,0.0,97.86,1.7
2018,11,14,23.06,33.24,14.77,53.25,0.0,97.89,1.94
2018,11,15,23.73,33.69,15.32,52.38,0.0,98.08,2.16
2018,11,16,25.14,34.16,16.44,45.44,0.0,98.06,1.14
2018,11,17,24.15,33.48,15.94,45.94,0.0,98.0,1.95
2018,11,18,24.3,33.76,16.16,49.25,0.0,98.03,1.65
2018,11,19,25.4,34.05,17.31,50.81,0.0,98.19,1.64
2018,11,20,25.66,33.88,19.64,51.75,0.0,98.23,1.84
2018,11,21,24.18,32.83,17.93,50.31,0.0,98.26,2.3
2018,11,22,22.85,31.01,17.47,56.12,0.0,98.36,2.38
2018,11,23,23.62,32.93,15.62,49.94,0.0,98.44,2.33
2018,11,24,23.48,32.33,15.65,43.25,0.0,98.44,1.96
2018,11,25,22.4,31.94,13.9,39.19,0.0,98.35,1.92
2018,11,26,22.31,32.12,13.33,37.75,0.0,98.19,1.84
2018,11,27,21.51,31.66,12.81,42.38,0.0,98.27,2.4
2018,11,28,21.55,30.8,13.61,52.44,0.0,98.32,2.3
2018,11,29,22.31,31.09,14.42,53.25,0.0,98.41,1.88
2018,11,30,22.52,31.07,14.82,52.25,0.0,98.38,1.62
2018,12,1,21.95,30.52,14.55,50.81,0.0,98.21,1.76
2018,12,2,21.82,30.38,14.46,55.12,0.0,98.07,2.0
2018,12,3,21.88,30.25,14.4,52.25,0.0,98.16,2.16
2018,12,4,21.85,30.03,15.23,53.31,0.0,98.29,2.39
2018,12,5,21.89,28.83,17.24,53.62,0.0,98.14,1.91
2018,12,6,22.47,30.08,14.99,54.75,0.0,98.0,1.76
2018,12,7,23.08,31.02,16.02,48.69,0.0,98.02,1.8
2018,12,8,22.65,30.62,15.76,51.38,0.03,98.13,2.5
2018,12,9,22.95,30.12,16.6,61.69,1.37,98.04,2.1
2018,12,10,23.55,30.09,17.52,66.44,6.5,97.91,2.63
2018,12,11,22.0,29.89,15.57,58.94,0.03,98.01,1.86
2018,12,12,20.79,29.65,12.58,53.62,0.0,98.18,2.31
2018,12,13,20.62,28.66,14.27,53.88,0.0,98.33,2.0
2018,12,14,20.26,28.67,13.86,55.44,0.01,98.49,3.73
2018,12,15,19.1,28.06,12.57,51.44,0.0,98.55,3.92
2018,12,16,18.46,27.26,11.12,49.75,0.01,98.55,4.45
2018,12,17,17.11,20.49,14.92,71.81,7.58,98.41,4.27
2018,12,18,18.19,26.53,12.61,68.94,0.24,98.33,3.24
2018,12,19,17.28,26.15,9.96,64.38,0.0,98.45,2.4
2018,12,20,17.6,26.75,9.33,56.88,0.0,98.42,2.34
2018,12,21,17.72,28.05,9.2,51.0,0.0,98.33,2.41
2018,12,22,16.92,27.79,8.45,53.06,0.0,98.33,2.84
2018,12,23,17.1,28.01,8.22,52.75,0.0,98.38,2.61
2018,12,24,18.06,28.7,9.05,47.44,0.0,98.28,2.3
2018,12,25,19.39,29.86,10.49,48.06,0.0,98.2,1.97
2018,12,26,20.41,29.78,12.09,50.31,0.0,98.07,2.52
2018,12,27,18.33,27.9,11.39,35.5,0.0,98.11,3.77
2018,12,28,16.16,25.98,8.38,29.44,0.0,98.3,3.05
2018,12,29,14.7,25.39,5.99,29.25,0.0,98.55,3.23
2018,12,30,15.63,26.26,5.86,31.12,0.0,98.69,2.45
2018,12,31,16.75,27.21,6.14,27.31,0.0,98.69,2.3
2019,1,1,18.36,29.17,8.46,27.88,0.0,98.63,2.17
2019,1,2,19.64,30.43,9.23,31.44,0.0,98.56,1.8
2019,1,3,19.76,29.54,10.74,30.12,0.0,98.63,1.55
2019,1,4,18.49,29.46,9.82,35.06,0.0,98.59,2.8
2019,1,5,18.66,28.92,9.65,42.56,0.0,98.41,2.27
2019,1,6,19.68,29.31,10.53,43.88,0.0,98.26,2.3
2019,1,7,19.51,28.98,12.58,35.0,0.0,98.29,2.45
2019,1,8,17.64,27.18,8.75,33.0,0.0,98.33,2.61
2019,1,9,17.88,27.98,8.8,30.12,0.0,98.32,2.23
2019,1,10,17.81,28.13,9.3,34.25,0.0,98.3,2.64
2019,1,11,18.25,28.22,9.3,41.94,0.0,98.33,2.3
2019,1,12,19.19,28.76,10.46,46.56,0.0,98.26,2.74
2019,1,13,20.98,28.67,12.37,50.5,0.0,98.3,2.01
2019,1,14,20.18,28.33,14.29,40.69,0.0,98.32,2.98
2019,1,15,18.62,28.36,10.65,31.44,0.0,98.42,2.63
2019,1,16,18.88,29.39,9.55,26.62,0.0,98.37,2.23
2019,1,17,20.07,30.58,10.28,27.38,0.0,98.2,1.81
2019,1,18,20.44,30.59,10.89,23.19,0.0,98.24,2.21
2019,1,19,20.52,30.88,10.26,19.44,0.0,98.32,2.18
2019,1,20,20.51,31.59,10.62,20.81,0.0,98.37,2.16
2019,1,21,20.77,31.98,11.7,28.38,0.0,98.19,2.93
2019,1,22,21.24,30.63,13.19,38.12,0.0,98.1,3.86
2019,1,23,22.24,30.32,14.4,45.5,0.0,98.11,2.8
2019,1,24,22.79,30.02,14.62,47.56,0.55,98.18,1.95
2019,1,25,21.11,26.87,17.16,69.88,13.98,98.16,3.09
2019,1,26,18.26,23.19,15.42,80.56,4.46,98.43,3.98
2019,1,27,18.05,25.16,12.83,72.31,0.03,98.53,3.2
2019,1,28,15.44,24.7,8.28,46.31,0.0,98.63,4.1
2019,1,29,14.17,24.12,5.74,40.62,0.0,98.69,3.33
2019,1,30,15.15,25.62,5.44,39.94,0.0,98.56,2.62
2019,1,31,17.22,27.39,6.52,38.69,0.0,98.43,2.48
2019,2,1,18.97,28.69,9.06,42.31,0.0,98.36,2.23
2019,2,2,20.23,29.78,11.53,44.62,0.0,98.27,2.44
2019,2,3,20.58,30.21,12.41,44.38,0.0,98.43,3.02
2019,2,4,21.52,30.63,12.73,42.38,0.0,98.59,2.46
2019,2,5,21.71,31.04,13.48,40.62,0.0,98.47,2.73
2019,2,6,22.8,32.4,14.6,38.25,0.0,98.08,2.91
2019,2,7,23.48,31.64,15.73,43.44,0.03,97.92,3.78
2019,2,8,21.85,29.58,16.54,32.19,0.04,98.13,3.35
2019,2,9,18.07,27.83,10.44,18.19,0.0,98.4,4.0
2019,2,10,17.51,28.01,8.01,22.62,0.0,98.56,2.79
2019,2,11,19.5,30.38,8.83,27.56,0.0,98.5,2.4
2019,2,12,21.39,32.48,11.05,27.5,0.0,98.56,2.71
2019,2,13,22.47,33.21,12.63,27.19,0.0,98.55,2.46
2019,2,14,23.48,34.33,13.4,28.69,0.0,98.22,2.41
2019,2,15,24.85,33.99,16.05,40.62,6.01,98.07,2.81
2019,2,16,23.92,31.55,17.48,56.25,0.07,98.12,2.29
2019,2,17,21.43,30.34,12.51,35.62,0.0,98.1,2.59
2019,2,18,21.8,32.12,12.12,28.5,0.0,97.93,2.36
2019,2,19,24.51,35.3,15.03,30.75,0.0,97.99,2.53
2019,2,20,25.69,35.48,15.81,38.75,0.0,98.28,2.68
2019,2,21,27.33,36.26,18.34,39.56,0.09,98.36,2.75
2019,2,22,28.63,37.54,20.33,38.19,0.12,98.15,2.99
2019,2,23,28.04,36.84,19.56,34.62,0.04,97.98,2.62
2019,2,24,27.54,37.28,19.42,30.25,0.0,97.74,3.51
2019,2,25,26.55,36.05,19.19,20.44,0.02,97.69,3.7
2019,2,26,25.57,34.33,17.79,20.5,0.0,97.64,3.53
2019,2,27,25.09,33.52,16.55,27.94,0.0,97.62,4.28
2019,2,28,23.41,31.66,16.16,29.0,0.0,97.87,3.55
2019,3,1,22.86,31.83,14.2,26.81,0.0,98.01,3.42
2019,3,2,25.73,34.25,16.12,35.69,0.0,97.98,3.56
2019,3,3,27.87,36.0,21.51,40.75,4.38,97.67,4.02
2019,3,4,26.87,35.88,18.05,38.69,0.02,97.52,2.69
2019,3,5,26.23,34.95,19.21,37.69,0.0,97.53,3.48
2019,3,6,24.28,33.15,16.01,32.38,0.0,97.78,3.62
2019,3,7,24.49,33.3,15.75,26.88,0.0,97.85,2.85
2019,3,8,25.51,34.94,16.22,24.19,0.0,97.99,2.73
2019,3,9,27.52,36.99,19.31,24.25,0.0,97.91,2.79
2019,3,10,28.0,37.83,18.15,23.69,0.0,97.91,2.88
2019,3,11,28.9,38.4,18.92,23.81,0.0,97.98,2.66
2019,3,12,29.87,38.08,20.44,24.5,0.0,98.02,2.0
2019,3,13,30.87,38.36,22.44,28.38,0.18,97.95,3.19
2019,3,14,30.93,38.38,24.23,28.25,0.14,97.98,2.91
2019,3,15,29.91,37.7,22.15,30.12,0.0,98.04,2.48
2019,3,16,29.62,38.21,20.73,30.88,0.0,98.02,3.26
2019,3,17,30.44,39.03,22.01,29.94,0.13,97.91,4.46
2019,3,18,30.25,38.31,22.65,26.88,1.55,97.88,3.35
2019,3,19,28.37,36.81,20.03,32.19,0.0,97.78,2.07
2019,3,20,29.73,37.74,21.25,36.75,3.82,97.7,4.36
2019,3,21,30.04,36.83,22.77,45.0,1.18,97.83,2.82
2019,3,22,30.37,38.42,22.67,34.88,0.0,97.89,1.62
2019,3,23,28.98,37.97,20.06,27.12,0.0,97.97,3.64
2019,3,24,29.37,38.63,20.03,21.88,0.0,97.91,3.15
2019,3,25,30.36,40.07,19.94,21.75,0.0,97.83,2.58
2019,3,26,31.63,40.68,22.12,20.0,0.0,97.84,2.03
2019,3,27,30.52,39.15,21.3,19.12,0.0,98.05,2.87
2019,3,28,29.8,39.52,19.81,14.38,0.0,97.96,2.89
2019,3,29,31.4,41.18,20.85,16.25,0.0,97.72,2.2
2019,3,30,32.5,42.16,23.01,17.12,0.0,97.6,2.93
2019,3,31,33.62,43.21,23.64,17.75,0.0,97.51,3.53
2019,4,1,33.22,41.94,24.14,16.38,0.0,97.57,3.39
2019,4,2,32.44,41.27,22.3,12.75,0.0,97.68,3.02
2019,4,3,33.43,42.13,24.83,14.44,0.0,97.66,1.8
2019,4,4,34.19,43.29,25.18,22.5,0.0,97.67,3.33
2019,4,5,34.96,43.92,26.93,19.19,0.43,97.64,4.51
2019,4,6,34.72,44.08,25.52,15.88,0.0,97.53,4.21
2019,4,7,33.85,42.85,24.79,16.0,0.0,97.45,3.45
2019,4,8,34.25,42.75,25.25,17.38,0.0,97.39,2.02
2019,4,9,33.96,43.36,25.17,15.0,0.0,97.47,2.88
2019,4,10,34.04,43.77,24.36,13.25,0.0,97.55,3.07
2019,4,11,34.69,43.62,25.02,16.19,0.48,97.49,1.48
2019,4,12,35.48,43.53,27.08,19.38,1.13,97.51,2.73
2019,4,13,35.3,43.85,26.57,16.62,0.02,97.55,2.3
2019,4,14,35.35,44.31,25.94,19.31,0.0,97.54,2.2
2019,4,15,35.79,43.73,27.33,19.62,0.0,97.52,2.47
2019,4,16,34.08,40.97,28.69,24.62,1.54,97.58,2.22
2019,4,17,31.8,38.48,25.23,35.0,2.91,97.69,2.34
2019,4,18,31.55,39.28,23.11,29.0,0.0,97.7,3.22
2019,4,19,31.88,39.96,22.55,25.12,0.0,97.55,2.33
2019,4,20,33.09,40.6,23.65,29.81,0.31,97.35,2.4
2019,4,21,34.18,41.05,27.5,30.38,0.32,97.29,2.2
2019,4,22,33.91,41.02,26.47,27.94,0.13,97.39,2.03
2019,4,23,34.53,42.69,25.58,20.75,0.0,97.48,2.21
2019,4,24,34.94,43.41,25.76,18.38,0.0,97.52,2.2
2019,4,25,35.99,44.7,27.06,18.31,0.0,97.47,2.35
2019,4,26,37.42,45.61,28.47,17.06,0.0,97.34,2.17
2019,4,27,38.05,45.83,29.77,15.94,0.0,97.28,1.13
2019,4,28,36.8,45.08,28.18,18.62,0.0,97.27,2.58
2019,4,29,37.23,46.04,28.29,17.56,0.0,97.21,2.91
2019,4,30,37.26,45.9,28.12,16.31,0.0,97.11,1.67
2019,5,1,36.33,44.88,27.33,13.44,0.0,97.0,2.34
2019,5,2,36.78,44.9,28.26,17.5,0.0,96.97,2.55
2019,5,3,36.21,44.33,28.3,21.69,0.0,97.05,4.05
2019,5,4,35.78,43.79,28.58,18.25,0.0,97.31,5.15
2019,5,5,35.13,43.07,27.57,18.0,0.0,97.52,5.16
2019,5,6,35.81,43.82,26.89,15.69,0.0,97.39,3.26
2019,5,7,36.24,44.56,28.26,16.38,0.0,97.26,4.58
2019,5,8,36.81,44.85,28.98,14.94,0.0,97.26,5.5
2019,5,9,36.79,44.9,28.9,15.44,0.0,97.24,6.41
2019,5,10,37.13,44.62,28.92,19.19,0.0,97.29,4.28
2019,5,11,36.9,43.47,30.45,22.94,0.0,97.4,3.53
2019,5,12,36.8,44.82,28.98,16.38,0.0,97.31,4.39
2019,5,13,36.93,44.58,28.1,18.0,0.0,97.22,3.63
2019,5,14,37.06,44.44,29.56,18.88,0.0,97.22,3.52
2019,5,15,37.15,44.54,28.86,16.75,0.0,97.3,2.63
2019,5,16,37.09,44.37,29.58,17.69,0.0,97.37,4.38
2019,5,17,36.99,44.59,29.41,18.44,0.0,97.39,4.94
2019,5,18,36.35,43.58,29.58,20.19,0.0,97.37,5.52
2019,5,19,36.28,43.87,28.31,18.69,0.0,97.4,3.52
2019,5,20,37.68,44.97,28.77,16.31,0.0,97.41,1.92
2019,5,21,38.53,45.32,30.97,18.5,0.0,97.3,1.9
2019,5,22,38.9,46.06,31.63,21.88,2.51,97.2,2.41
2019,5,23,38.56,45.77,30.16,18.81,0.0,97.17,2.47
2019,5,24,38.49,45.69,31.33,20.25,0.0,97.19,3.45
2019,5,25,38.32,45.43,30.91,18.25,0.0,97.09,4.62
2019,5,26,38.9,45.69,31.58,19.75,0.0,97.0,3.23
2019,5,27,39.7,46.92,31.58,17.5,0.0,96.96,3.8
2019,5,28,39.9,47.05,32.15,17.69,0.0,96.9,4.03
2019,5,29,39.5,46.48,32.29,20.25,0.0,96.91,2.06
2019,5,30,38.99,45.69,32.26,27.5,0.0,96.96,3.97
2019,5,31,39.11,45.69,32.69,28.5,0.74,96.96,5.02
2019,6,1,38.81,44.6,33.01,27.56,0.18,97.06,3.96
2019,6,2,39.44,46.53,32.49,22.81,0.0,96.98,2.59
2019,6,3,39.9,47.26,33.12,23.31,0.09,96.9,3.34
2019,6,4,39.34,46.98,31.73,25.62,0.5,96.9,4.61
2019,6,5,40.58,47.8,33.05,22.31,0.03,96.82,3.81
2019,6,6,40.45,46.44,33.91,18.69,0.0,96.79,2.47
2019,6,7,40.38,47.49,34.12,22.25,0.37,96.9,4.04
2019,6,8,38.44,43.98,31.97,28.62,0.61,96.99,2.8
2019,6,9,38.81,44.23,33.66,30.69,0.42,96.86,3.17
2019,6,10,39.5,46.37,32.65,27.19,2.51,96.68,3.51
2019,6,11,38.83,45.37,32.31,27.19,0.81,96.72,4.98
2019,6,12,38.21,44.91,32.37,32.81,0.27,96.81,6.2
2019,6,13,34.75,38.59,31.02,42.5,0.01,97.0,4.77
2019,6,14,36.14,42.08,30.62,37.75,0.08,96.92,4.62
2019,6,15,37.01,43.08,31.18,33.44,2.92,96.96,4.77
2019,6,16,35.85,41.3,31.36,39.69,2.02,97.08,4.27
2019,6,17,36.01,41.26,30.58,37.88,0.66,97.06,4.4
2019,6,18,36.26,41.9,30.48,34.75,0.12,96.95,4.38
2019,6,19,36.53,41.8,31.08,35.88,0.13,96.87,4.08
2019,6,20,32.96,36.88,29.11,48.06,2.49,96.99,3.98
2019,6,21,34.33,41.63,27.73,46.25,1.09,96.93,2.66
2019,6,22,32.22,36.72,28.58,52.12,3.53,96.9,3.0
2019,6,23,31.3,36.44,26.96,62.81,13.46,96.86,2.84
2019,6,24,31.8,37.57,26.55,62.56,0.52,97.07,2.81
2019,6,25,32.69,38.51,26.8,57.88,0.2,97.16,3.85
2019,6,26,33.34,39.05,27.63,57.44,1.47,97.05,3.11
2019,6,27,31.33,36.83,27.74,68.25,3.81,96.92,4.1
2019,6,28,28.18,31.05,26.28,82.0,6.32,96.84,3.91
2019,6,29,28.34,33.09,25.48,76.12,16.15,96.82,4.12
2019,6,30,27.38,31.12,24.48,83.81,44.97,96.84,4.52
2019,7,1,27.91,32.12,24.92,82.19,26.35,96.82,3.76
2019,7,2,26.58,28.76,25.08,88.81,26.96,96.76,4.7
2019,7,3,27.64,31.44,24.93,82.62,10.74,96.71,6.8
2019,7,4,26.77,30.55,24.32,83.69,6.9,96.79,6.19
2019,7,5,25.54,27.98,23.3,84.62,11.47,96.62,7.59
2019,7,6,27.85,32.95,24.17,78.5,1.72,96.6,6.28
2019,7,7,27.05,30.51,24.13,82.25,4.25,96.75,6.38
2019,7,8,26.4,29.04,24.44,86.12,8.59,96.94,5.36
2019,7,9,27.69,32.6,24.51,80.88,8.78,96.94,5.21
2019,7,10,28.66,33.18,24.79,76.88,2.26,96.91,5.4
2019,7,11,28.19,32.0,25.42,78.56,0.06,97.07,4.52
2019,7,12,28.69,33.13,25.23,75.81,0.03,97.25,4.34
2019,7,13,28.62,33.13,24.8,74.94,0.0,97.32,4.7
